Environment	Genotype	Block	BN	FT	MT	DT	PH	SN	SP	PW	PN	SW	SY	OIL	PNM
N4	TN001	R1	7.4	195	245	50	121	7.285811015	3914.301968	0.021772918	5372.5	2.9884	1169.75	37.4664	482.5
N4	TN001	R2	6.428571429	194	247	53	130	.	.	.	3973.214286	2.557142857	.	40.95371429	583.9285714
N4	TN001	R3	6.875	196	244	48	119	12.12443184	6230.8213	0.033584676	5139.0625	2.77	1725.9375	41.125875	606.25
N4	TN002	R1	8	188	241	53	103	9.209823812	4312.5	0.027997864	4682.5	3.04	1311	43.299	600
N4	TN002	R2	8.25	191	243	52	97	15.28749946	6095.890411	0.044639498	3987.5	2.92	1780	42.4155	487.5
N4	TN002	R3	7.625	189	243	54	109	17.21326944	6108.021077	0.055125495	3548.4375	3.2025	1956.09375	46.693125	478.125
N4	TN003	R1	11.8	192	240	48	124	11.00106156	10981.8097	0.035379414	9982.5	3.216	3531.75	47.2338	720
N4	TN003	R2	7.75	191	242	51	136	15.99261195	5262.568871	0.038702121	3290.625	2.42	1273.541667	46.791	385.9375
N4	TN003	R3	8.875	193	241	48	121	12.26972196	6980.321508	0.027668223	5689.0625	2.255	1574.0625	45.6435	592.1875
N4	TN004	R1	.	196	241	45	133	.	.	.	.	.	.	.	.
N4	TN004	R2	7	196	244	48	123	11.11999382	6565.429688	0.028467184	5904.166667	2.56	1680.75	42.1102	525
N4	TN004	R3	6.375	195	246	51	130	9.463300898	3173.163082	0.030174411	3353.125	3.188571429	1011.785714	44.02828571	484.375
N4	TN005	R1	8.8	191	.	.	112	13.29726577	6625.362669	0.034373432	4982.5	2.585	1712.65625	44.585125	727.5
N4	TN005	R2	7.5	193	240	47	125	10.19719171	4077.283372	0.023326076	3998.4375	2.2875	932.6785714	44.004125	679.6875
N4	TN005	R3	7.4	193	241	48	110	9.385043006	5609.909457	0.018657465	5977.5	1.988	1115.25	41.4054	657.5
N4	TN006	R1	.	191	245	54	113	.	.	.	.	.	.	.	.
N4	TN006	R2	.	194	.	.	85	.	.	.	.	.	.	.	.
N4	TN006	R3	8	191	248	57	129	12.5481364	6593	0.026141951	5254.166667	2.083333333	1373.541667	42.83516667	858.3333333
N4	TN007	R1	.	197	245	48	125	.	.	.	.	.	.	.	.
N4	TN007	R2	6.5	199	246	47	105	10.46199104	6744.714848	0.026599612	6446.875	2.5425	1714.84375	39.78875	509.375
N4	TN007	R3	8.125	197	250	53	138	10.37535433	7141.161844	0.028687855	6882.8125	2.765	1974.53125	42.95825	826.5625
N4	TN008	R1	7.2	198	238	40	110	8.612603897	5983.606557	0.025217704	6947.5	2.928	1752	40.7448	725
N4	TN008	R2	6.25	199	248	49	131	8.769329888	5697.324012	0.022734488	6496.875	2.5925	1477.03125	41.613625	882.8125
N4	TN008	R3	6.5	201	250	49	114	7.534891768	3893.027414	0.021072581	5166.666667	2.796666667	1088.75	45.018	681.25
N4	TN009	R1	8.2	190	.	.	100	17.24778815	6377.369668	0.0436714	3697.5	2.532	1614.75	45.785	482.5
N4	TN009	R2	7	193	240	47	95	9.892392926	2975.961538	0.021433518	3008.333333	2.166666667	644.7916667	45.431	466.6666667
N4	TN009	R3	.	190	.	.	119	.	.	.	.	.	.	.	.
N4	TN010	R1	.	193	245	52	128	.	.	.	.	.	.	.	.
N4	TN010	R2	.	191	245	54	115	.	.	.	.	.	.	.	.
N4	TN010	R2	6	191	243	52	110	6.038577502	2697.734499	0.015193061	4467.5	2.516	678.75	40.6232	435
N4	TN011	R1	8	194	241	47	130	12.70670882	5652.5	0.039708465	4448.4375	3.125	1766.40625	44.0255	660.9375
N4	TN011	R2	8.375	195	245	50	120	12.01193674	8507.82957	0.041230973	7082.8125	3.4325	2920.3125	42.66125	664.0625
N4	TN011	R3	7.875	193	248	55	99	8.714547103	3902.483124	0.022592463	4478.125	2.5925	1011.71875	44.1745	660.9375
N4	TN012	R1	8.8	194	244	50	130	15.77447396	9299.052397	0.056598813	5895	3.588	3336.5	47.3218	652.5
N4	TN012	R2	7.125	194	247	53	129	12.42224637	6137.3661	0.049285262	4940.625	3.9675	2435	44.997375	587.5
N4	TN012	R3	5.75	195	249	54	108	11.93489614	6754.405286	0.033865268	5659.375	2.8375	1916.5625	44.7305	870.3125
N4	TN013	R1	12.2	195	239	44	130	9.413429976	8408.546326	0.029464036	8932.5	3.13	2631.875	44.4535	702.5
N4	TN013	R2	7	194	244	50	120	9.593492959	3841.394472	0.025454735	4004.166667	2.653333333	1019.25	46.962	712.5
N4	TN013	R3	9.5	195	242	47	105	6.577627978	3839.690332	0.012441113	5837.5	1.891428571	726.25	44.68414286	543.75
N4	TN014	R1	8.2	195	241	46	123	8.608925498	5001.785714	0.024104991	5810	2.8	1400.5	44.462	687.5
N4	TN014	R2	7.375	194	241	47	125	10.43673842	5730.421687	0.032174974	5490.625	3.082857143	1766.607143	45.36128571	637.5
N4	TN014	R3	6.625	195	244	49	111	11.45486774	5213.754647	0.023110196	4551.5625	2.0175	1051.875	45.500375	742.1875
N4	TN015	R1	9.2	194	241	47	116	15.66209829	7928.93726	0.048928395	5062.5	3.124	2477	45.9804	772.5
N4	TN015	R2	7.5	195	241	46	111	7.106123338	2309.490085	0.025084615	3250	3.53	815.25	44.73633333	522.9166667
N4	TN015	R3	.	193	243	50	144	.	5303.777671	.	.	2.5975	1377.65625	45.633625	.
N4	TN016	R1	7.8	190	240	50	133	16.15108835	7167.045455	0.035532394	4437.5	2.2	1576.75	43.4174	790
N4	TN016	R2	7.75	191	242	51	120	13.63704339	7519.550959	0.033785775	5514.0625	2.4775	1862.96875	44.234	917.1875
N4	TN016	R3	9.125	189	242	53	125	12.52493097	7990.514553	0.030122459	6379.6875	2.405	1921.71875	44.83525	968.75
N4	TN017	R1	9	191	241	50	135	12.90527154	5729.940565	0.034740991	4440	2.692	1542.5	43.2076	597.5
N4	TN017	R2	9.625	194	242	48	119	10.64781951	6989.295272	0.029840514	6564.0625	2.8025	1958.75	43.41825	593.75
N4	TN017	R3	10.14285714	193	245	52	145	12.85601108	8934.927697	0.033021583	6950	2.568571429	2295	42.44942857	741.0714286
N4	TN018	R1	7.8	196	242	46	125	13.51267111	6256.366723	0.031835853	4630	2.356	1474	43.6964	760
N4	TN018	R2	7.5	195	242	47	145	13.33601498	4942.66055	0.029072513	3706.25	2.18	1077.5	42.977375	657.8125
N4	TN018	R3	6.25	196	241	45	156	11.919806	5240.989703	0.026044776	4396.875	2.185	1145.15625	43.823875	801.5625
N4	TN019	R1	8.6	194	241	47	147	20.271742	11291.36029	0.055139138	5570	2.72	3071.25	42.5025	930
N4	TN019	R2	6.5	192	246	54	112	14.49451267	4010.903427	0.046527386	2767.1875	3.21	1287.5	43.362	590.625
N4	TN019	R3	7.875	194	241	47	115	11.28036997	4898.148148	0.026649874	4342.1875	2.3625	1157.1875	42.3445	1003.125
N4	TN020	R1	7.5	196	242	46	126	17.19017063	7969.255663	0.053117627	4635.9375	3.09	2462.5	45.048625	626.5625
N4	TN020	R2	7.125	197	246	49	130	11.34009047	5188.091392	0.03509758	4575	3.095	1605.714286	44.281875	625
N4	TN020	R3	7	197	246	49	110	15.63891918	7226.483903	0.051816952	4620.833333	3.313333333	2394.375	45.24433333	652.0833333
N4	TN021	R1	8	191	240	49	143	11.50177998	8614.833208	0.030686749	7490	2.668	2298.4375	41.478	675
N4	TN021	R2	6.875	191	242	51	115	16.9426304	7272.094642	0.0405776	4292.1875	2.395	1741.666667	44.262875	648.4375
N4	TN021	R3	6.857142857	193	242	49	132	7.135149738	4609.816384	0.014433389	6460.714286	2.022857143	932.5	39.993	619.6428571
N4	TN022	R1	7.4	194	242	48	130	15.13241359	7993.697479	0.028812115	5282.5	1.904	1522	43.8578	850
N4	TN022	R2	6.625	195	242	47	129	14.43617438	8636.892451	0.034899452	5982.8125	2.4175	2087.96875	45.49225	840.625
N4	TN022	R3	7	195	246	51	140	16.60823116	8955.469645	0.041425674	5392.1875	2.494285714	2233.75	48.40085714	885.9375
N4	TN023	R1	8	194	241	47	122	14.0501736	9666.519435	0.031809593	6880	2.264	2188.5	45.0436	972.5
N4	TN023	R2	6.75	195	242	47	131	15.32593241	8544.207317	0.034559978	5575	2.255	1926.71875	45.37875	885.9375
N4	TN023	R3	7.25	194	242	48	143	16.39931824	8350.840336	0.033454609	5092.1875	2.04	1703.571429	47.69942857	925
N4	TN024	R1	9	195	239	44	125	12.14551761	6807.56262	0.025214095	5605	2.076	1413.25	41.6252	705
N4	TN024	R2	6.142857143	196	240	44	121	8.0054634	4484.489051	0.018279141	5601.785714	2.283333333	1023.958333	42.998	716.0714286
N4	TN024	R3	10	194	246	52	125	9.759936497	8869.342291	0.017250688	9087.5	1.7675	1567.65625	42.08175	782.8125
N4	TN025	R1	9.6	191	239	48	122	17.22630492	10353.00926	0.044650582	6010	2.592	2683.5	49.7846	640
N4	TN025	R2	8.75	191	246	55	124	18.99770064	9457.292849	0.041842436	4978.125	2.2025	2082.96875	48.52775	568.75
N4	TN025	R3	8.75	191	240	49	126	17.11427714	8519.701087	0.039362837	4978.125	2.3	1959.53125	50.577875	707.8125
N4	TN026	R1	8.8	197	246	49	155	14.22242566	7968.113976	0.041927711	5602.5	2.948	2349	44.6626	597.5
N4	TN026	R2	7.25	198	247	49	135	11.06689652	5766.890607	0.031180981	5210.9375	2.8175	1624.821429	43.25675	532.8125
N4	TN026	R3	8.428571429	197	252	55	125	10.28364657	7055.316092	0.025562207	6860.714286	2.485714286	1753.75	44.68528571	650
N4	TN027	R1	6.8	197	244	47	112	12.39680771	5807.904412	0.033719317	4685	2.72	1579.75	44.6524	557.5
N4	TN027	R2	7.5	199	246	47	114	11.63808757	6142.728094	0.032208407	5278.125	2.7675	1700	42.3795	576.5625
N4	TN027	R3	7	197	251	54	129	12.87502513	7203.978907	0.033571628	5595.3125	2.6075	1878.4375	45.28675	600
N4	TN028	R1	9	194	241	47	118	14.80413608	7857.295222	0.043376119	5307.5	2.93	2302.1875	43.4715	662.5
N4	TN028	R2	9.2	195	246	51	116	10.95392558	4789.60396	0.030977702	4372.5	2.828	1354.5	42.1886	595
N4	TN028	R3	7.625	196	244	48	121	12.17587635	3978.0871	0.0276088	3267.1875	2.2675	902.03125	45.250625	631.25
N4	TN029	R1	6.2	195	244	49	122	15.19261356	8082.470414	0.041080827	5320	2.704	2185.5	43.4364	710
N4	TN029	R2	7	195	245	50	113	14.11454905	7178.571429	0.045695853	5085.9375	3.2375	2324.0625	44.167375	756.25
N4	TN029	R3	8.375	195	249	54	138	14.85206048	6820.34465	0.036090507	4592.1875	2.43	1657.34375	45.622875	789.0625
N4	TN030	R1	7.6	195	242	47	117	10.60884802	8001.723621	0.023594078	7542.5	2.224	1779.583333	42.0508	607.5
N4	TN030	R2	7.125	194	246	52	133	8.478645514	3884.279476	0.021573442	4581.25	2.544444444	988.3333333	43.44525	664.0625
N4	TN030	R3	8.25	195	243	48	141	12.95557048	6967.667749	0.029927368	5378.125	2.31	1609.53125	44.769375	667.1875
N4	TN031	R1	6	196	241	45	96	11.355948	4729.752343	0.033931573	4165	2.988	1413.25	43.5144	640
N4	TN031	R2	8.875	194	244	50	145	14.67958861	7339.794304	0.034790625	5000	2.37	1739.53125	48.085625	885.9375
N4	TN031	R3	7.375	193	240	47	130	14.68645147	7623.186215	0.030364238	5190.625	2.0675	1576.09375	45.2945	918.75
N4	TN032	R1	7.6	191	243	52	120	14.90679859	9808.673469	0.043825988	6580	2.94	2883.75	43.4448	430
N4	TN032	R2	7.5	191	244	53	97	16.15916241	6324.79716	0.039832335	3914.0625	2.465	1559.0625	45.338375	562.5
N4	TN032	R3	7	193	241	48	110	14.34364535	6367.980884	0.040018771	4439.583333	2.79	1776.666667	44.49483333	425
N4	TN033	R1	9.2	194	242	48	114	.	.	.	5770	.	2786.25	.	637.5
N4	TN033	R2	9.25	194	244	50	129	14.1238508	6936.134853	0.037181037	4910.9375	2.6325	1825.9375	47.699375	620.3125
N4	TN033	R3	8.875	194	245	51	129	15.09255294	7326.96281	0.036523978	4854.6875	2.42	1773.125	48.69275	656.25
N4	TN034	R1	9.4	191	241	50	110	14.28726203	8333.04558	0.041375911	5832.5	2.896	2413.25	42.4448	495
N4	TN034	R2	7.875	193	242	49	125	14.10948449	6298.562059	0.039949997	4464.0625	2.831428571	1783.392857	41.39085714	653.125
N4	TN034	R3	7.142857143	192	242	50	120	20.52031562	7570.530726	0.052473379	3689.285714	2.557142857	1935.892857	44.05142857	544.6428571
N4	TN035	R1	7.4	191	240	49	111	17.27888993	8989.342486	0.047827967	5202.5	2.768	2488.25	47.7074	655
N4	TN035	R2	7.5	190	242	52	117	.	.	.	3884.375	2.435	.	47.801625	540.625
N4	TN035	R3	9.125	191	241	50	123	19.45105256	9473.27044	0.04639076	4870.3125	2.385	2259.375	48.075125	615.625
N4	TN036	R1	7.4	194	239	45	107	14.26191624	9320.16226	0.047463657	6535	3.328	3101.75	43.9802	732.5
N4	TN036	R2	7	195	243	48	103	14.85936438	5823.013416	0.047995747	3918.75	3.23	1880.833333	43.556	654.1666667
N4	TN036	R3	6.75	194	246	52	127	10.41341164	5432.872102	0.034806828	5217.1875	3.3425	1815.9375	43.497	628.125
N4	TN037	R1	8.25	189	238	49	129	9.787082277	5196.328996	0.026327251	5309.375	2.69	1397.8125	42.12725	671.875
N4	TN037	R2	8.125	189	239	50	116	12.01504327	7261.591778	0.031419338	6043.75	2.615	1898.90625	43.46214286	807.8125
N4	TN037	R3	9.625	187	239	52	143	14.34481445	9041.71586	0.039053757	6303.125	2.7225	2461.607143	42.990375	782.8125
N4	TN038	R1	8.4	194	238	44	115	16.85207648	9525.636228	0.045028748	5652.5	2.672	2545.25	41.502	642.5
N4	TN038	R2	9	190	241	51	120	14.06182871	9447.791165	0.043767442	6718.75	3.1125	2940.625	44.734625	826.5625
N4	TN038	R3	8.25	190	239	49	104	11.0526983	7593.549128	0.030090971	6870.3125	2.7225	2067.34375	43.315625	828.125
N4	TN039	R1	9.4	191	240	49	109	11.49258299	4729.197901	0.030662211	4115	2.668	1261.75	46.9792	542.5
N4	TN039	R2	8.8	194	244	50	112	15.81268922	7143.382353	0.043010515	4517.5	2.72	1943	45.2544	577.5
N4	TN039	R3	9.5	193	241	48	115	11.34817688	4142.084562	0.02885274	3650	2.5425	1053.125	47.170875	521.875
N4	TN040	R1	8.6	195	242	47	118	12.47335921	6012.159137	0.040862725	4820	3.276	1969.583333	43.8778	435
N4	TN040	R2	7	190	245	55	120	4.916978706	1934.52381	0.014455917	3934.375	2.94	568.75	43.474	576.5625
N4	TN040	R3	7.625	191	241	50	109	11.53605828	5198.436263	0.036425104	4506.25	3.1575	1641.40625	46.1155	600
N4	TN041	R1	8.4	195	.	.	100	15.60509662	6854.53869	0.0419465	4392.5	2.688	1842.5	48.176	527.5
N4	TN041	R2	7.142857143	195	243	48	119	7.803790412	4038.461538	0.020797101	5175	2.665	1076.25	44.75	685.7142857
N4	TN041	R3	7.875	196	245	49	107	12.68270449	5637.858479	0.029061511	4445.3125	2.291428571	1291.875	46.19557143	862.5
N4	TN042	R2	7.8	191	245	54	125	11.15106136	6420.223577	0.032917933	5757.5	2.952	1895.25	45.2922	792.5
N4	TN042	R3	7.25	192	246	54	118	12.3333201	6629.159556	0.041299003	5375	3.348571429	2219.821429	46.02157143	693.75
N4	TN043	R2	7.375	190	243	53	136	15.33579473	5853.960396	0.046467458	3817.1875	3.03	1773.75	47.495625	665.625
N4	TN043	R3	8.5	193	242	49	120	14.73674256	6638.441998	0.043510232	4504.6875	2.9525	1960	47.264375	609.375
N4	TN044	R2	8.125	193	237	44	140	7.710683447	4703.516903	0.017676742	6100	2.2925	1078.28125	47.607375	729.6875
N4	TN044	R3	7.428571429	191	242	51	146	10.45884951	5033.321326	0.020738404	4812.5	1.982857143	998.0357143	45.84228571	635.7142857
N4	TN045	R2	7.666666667	194	243	49	103	11.62447149	5991.446345	0.024915117	5154.166667	2.143333333	1284.166667	42.2875	491.6666667
N4	TN045	R3	7.25	195	244	49	127	14.7726865	6216.06949	0.038873269	4207.8125	2.631428571	1635.714286	44.592	620.3125
N4	TN046	R2	7.714285714	196	245	49	140	9.988181428	6228.344562	0.02965063	6235.714286	2.968571429	1848.928571	43.73085714	637.5
N4	TN046	R3	.	196	243	47	150	.	5730.50557	.	.	2.9175	1671.875	45.30575	.
N4	TN047	R2	6.5	196	238	42	124	9.9760068	3226.614699	0.025595583	3234.375	2.565714286	827.8571429	46.81657143	734.375
N4	TN047	R3	9.625	193	242	49	145	14.66415281	10461.95652	0.032763907	7134.375	2.234285714	2337.5	46.22985714	909.375
N4	TN048	R2	7.25	195	246	51	145	15.07079052	7843.875502	0.037526268	5204.6875	2.49	1953.125	46.38475	760.9375
N4	TN048	R3	7.125	197	242	45	120	15.91688557	8769.209145	0.053082813	5509.375	3.335	2924.53125	46.3965	759.375
N4	TN049	R2	6.625	195	242	47	130	16.57030554	6138.780382	0.042419982	3704.6875	2.56	1571.527778	46.2925	721.875
N4	TN049	R3	6.5	197	244	47	120	13.76697048	5814.393939	0.030665927	4223.4375	2.2275	1295.15625	45.338	709.375
N4	TN050	R2	8	193	241	48	130	12.83498731	6946.936881	0.029630485	5412.5	2.308571429	1603.75	45.27728571	779.6875
N4	TN050	R3	8.375	191	241	50	118	10.36385049	5230.505796	0.024588235	5046.875	2.3725	1240.9375	46.62575	735.9375
N4	TN051	R2	6.125	198	246	48	123	12.20038394	5676.99115	0.034466085	4653.125	2.825	1603.75	43.48275	614.0625
N4	TN051	R3	7.875	198	248	50	145	12.79876054	6291.390728	0.038652257	4915.625	3.02	1900	46.765625	626.5625
N4	TN052	R2	8.5	194	241	47	107	14.10296073	7624.413146	0.037549133	5406.25	2.6625	2030	43.130625	654.6875
N4	TN052	R3	7.571428571	194	243	49	105	8.883856868	4065.95092	0.020686695	4576.785714	2.328571429	946.7857143	40.682	603.5714286
N4	TN053	R2	7	196	247	51	131	11.454756	7295.247725	0.028321884	6368.75	2.4725	1803.75	41.4885	698.4375
N4	TN053	R3	6.375	197	247	50	110	11.55012884	6558.307534	0.027980187	5678.125	2.4225	1588.75	45.281375	537.5
N4	TN054	R2	8	196	245	49	134	10.05574357	7174.144553	0.025713973	7134.375	2.557142857	1834.53125	38.95157143	746.875
N4	TN054	R3	9.25	197	250	53	122	.	.	.	10568.75	2.88	.	40.9705	625
N4	TN055	R2	7.4	195	239	44	115	10.49193021	4689.892802	0.027404922	4470	2.612	1225	43.5034	467.5
N4	TN055	R3	7.5	193	243	50	115	7.335051237	3618.243243	0.016962306	4932.8125	2.3125	836.71875	39.928375	659.375
N4	TN056	R2	4.857142857	197	241	44	120	12.3096151	7735.274204	0.025973288	6283.928571	2.11	1632.142857	41.0915	798.2142857
N4	TN056	R3	5.666666667	196	250	54	110	10.04016064	4166.666667	0.022590361	4150	2.25	937.5	40.32525	666.6666667
N4	TN057	R2	9.285714286	194	240	46	106	12.93524211	5959.45083	0.028937984	4607.142857	2.237142857	1333.214286	44.18866667	625
N4	TN057	R3	11.125	192	241	49	143	.	.	.	.	.	.	.	.
N4	TN058	R2	6.8	196	245	49	106	.	.	.	3257.5	.	.	.	437.5
N4	TN058	R3	6.875	195	246	51	155	8.185845051	4352.567298	0.020526006	5317.1875	2.5075	1091.40625	39.9145	826.5625
N4	TN059	R2	7.125	198	242	44	128	15.46640013	6947.796935	0.05045913	4492.1875	3.2625	2266.71875	45.65325	706.25
N4	TN059	R3	6.714285714	197	246	49	151	12.40473828	7462.779156	0.02856634	6016.071429	2.302857143	1718.571429	46.17314286	910.7142857
N4	TN060	R2	8.25	197	247	50	120	20.97098459	13090.48179	0.050989451	6242.1875	2.431428571	3182.857143	44.051	654.6875
N4	TN060	R3	7.333333333	196	250	54	134	7.625013277	4014.251781	0.018343603	5264.583333	2.405714286	965.7142857	43.73971429	585.4166667
N4	TN061	R2	8	194	246	52	112	12.75417827	7154.296875	0.030610028	5609.375	2.4	1717.03125	43.902125	710.9375
N4	TN061	R3	10	194	242	48	122	7.46922417	4822.984749	0.019590708	6457.142857	2.622857143	1265	42.033	730.3571429
N4	TN062	R2	6.2	195	240	45	100	.	.	.	3992.5	.	.	44.54366667	470
N4	TN062	R3	8	195	245	50	130	12.82308191	6121.018006	0.023145663	4773.4375	1.805	1104.84375	44.394125	643.75
N4	TN063	R2	8	195	242	47	134	7.878614818	3719.362745	0.025715799	4720.833333	3.264	1214	40.4392	712.5
N4	TN063	R3	8.75	194	246	52	136	8.956858265	6306.188022	0.024516201	7040.625	2.737142857	1726.09375	41.94028571	770.3125
N4	TN064	R2	10	195	241	46	84	16.94533816	9447.026022	0.054699552	5575	3.228	3049.5	44.8774	515
N4	TN064	R3	9.125	192	245	53	131	16.99589181	8054.459353	0.046143846	4739.0625	2.715	2186.785714	45.403625	610.9375
N4	TN065	R2	.	202	.	.	96	.	.	.	.	.	.	.	.
N4	TN065	R3	5.714285714	201	247	46	110	7.656006482	3118.455497	0.017547567	4073.214286	2.292	714.75	42.652	755.3571429
N4	TN066	R2	4.25	201	247	46	110	10.04729318	2759.865844	0.024429276	2746.875	2.431428571	671.0416667	37.78471429	718.75
N4	TN066	R3	6.125	200	246	46	130	8.172203824	5168.918919	0.01965415	6325	2.405	1243.125	41.83	1093.75
N4	TN067	R2	8.25	191	241	50	110	13.08916879	5742.872807	0.037304131	4387.5	2.85	1636.71875	42.163875	514.0625
N4	TN067	R3	10.125	190	241	51	132	10.54693748	7939.86637	0.023677875	7528.125	2.245	1782.5	44.50014286	764.0625
N4	TN068	R2	8	194	240	46	110	12.39677717	5177.591463	0.025413393	4176.5625	2.05	1061.40625	42.796375	482.8125
N4	TN068	R3	9	191	239	48	129	14.53580022	9652.679831	0.029445378	6640.625	2.025714286	1955.357143	44.309	642.1875
N4	TN069	R2	6.625	196	241	45	123	13.02631579	5723.4375	0.039078947	4393.75	3	1717.03125	47.34275	721.875
N4	TN069	R3	6.875	195	244	49	150	16.95946908	8087.546816	0.045281782	4768.75	2.67	2159.375	46.387625	914.0625
N4	TN070	R2	8.125	197	246	49	130	10.19691104	7504.289216	0.029716712	7359.375	2.914285714	2186.964286	41.42442857	751.5625
N4	TN070	R3	7.125	195	248	53	145	9.69845541	4197.612732	0.027422383	4328.125	2.8275	1186.875	44.0055	568.75
N4	TN071	R2	5.428571429	199	246	47	102	7.981693353	3975.16835	0.020319111	4980.357143	2.545714286	1011.964286	39.76514286	569.6428571
N4	TN071	R3	7.333333333	195	251	56	135	9.183990318	3939.54918	0.029878582	4289.583333	3.253333333	1281.666667	42.64516667	577.0833333
N4	TN072	R2	8.5	197	245	48	109	12.79981698	8485.878661	0.030591563	6629.6875	2.39	2028.125	44.158375	476.5625
N4	TN072	R3	8.25	196	247	51	133	15.39695028	7830.792683	0.031563748	5085.9375	2.05	1605.3125	47.70775	640.625
N4	TN073	R2	6.5	196	245	49	146	8.514438385	5920.19544	0.026139326	6953.125	3.07	1817.5	41.579625	703.125
N4	TN073	R3	5.75	196	250	54	142	8.504104699	4040.778499	0.022939822	4751.5625	2.6975	1090	44.594875	656.25
N4	TN074	R2	8	193	242	49	120	16.45544187	8531.118143	0.038999397	5184.375	2.37	2021.875	47.6465	631.25
N4	TN074	R3	7.625	192	242	50	140	18.39390726	7271.341463	0.047134387	3953.125	2.5625	1863.28125	46.704625	631.25
N4	TN075	R2	.	194	241	47	116	.	.	.	.	.	.	.	.
N4	TN075	R3	7.25	192	242	50	130	12.02546545	6330.280172	0.03487385	5264.0625	2.9	1835.78125	44.097	751.5625
N4	TN076	R2	6	194	245	51	102	7.743810133	3692.829457	0.024973788	4768.75	3.225	1190.9375	39.28175	465.625
N4	TN076	R3	7.875	193	247	54	117	13.85937664	9376.734505	0.037454965	6765.625	2.7025	2534.0625	41.027125	657.8125
N4	TN077	R2	8.2	190	241	51	94	14.00449293	8175.12275	0.034226981	5837.5	2.444	1998	46.2608	507.5
N4	TN077	R3	9.125	190	241	51	125	13.5697545	8989.962359	0.027037736	6625	1.9925	1791.25	46.039125	685.9375
N4	TN078	R2	7	196	243	47	115	10.67840109	3523.872361	0.031791126	3300	2.977142857	1049.107143	46.01214286	528.125
N4	TN078	R3	.	195	246	51	125	.	5098.09417	.	.	2.7875	1421.09375	47.328375	.
N4	TN079	R2	8.875	195	242	47	129	17.46910992	7252.410167	0.049830636	4151.5625	2.8525	2068.75	43.7095	520.3125
N4	TN079	R3	9.875	194	244	50	125	14.43880591	6849.408553	0.039670619	4743.75	2.7475	1881.875	43.469	554.6875
N4	TN080	R2	7.625	199	245	46	121	10.00174746	7379.414298	0.029030072	7378.125	2.9025	2141.875	43.3435	629.6875
N4	TN080	R3	7.142857143	198	251	53	135	11.85289412	5096.744472	0.027566445	4300	2.325714286	1185.357143	45.85628571	664.2857143
N4	TN081	R2	8.125	196	240	44	114	15.27473631	6611.096807	0.037079422	4328.125	2.4275	1604.84375	44.974	512.5
N4	TN081	R3	9.625	191	241	50	143	13.00143994	5320.433001	0.028900344	4092.1875	2.222857143	1182.65625	46.33771429	665.625
N4	TN082	R2	7	197	246	49	138	12.3893409	7934.985677	0.035526435	6404.6875	2.8675	2275.357143	42.6805	650
N4	TN082	R3	7.625	.	250	.	111	12.09215605	5794.787906	0.033495272	4792.1875	2.77	1605.15625	44.307375	510.9375
N4	TN083	R2	7	198	250	52	127	9.552467135	6612.098345	0.028029668	6921.875	2.934285714	1940.178571	42.63514286	668.75
N4	TN083	R3	7.625	199	252	53	124	9.970839756	6618.144888	0.031557708	6637.5	3.165	2094.642857	43.098625	542.1875
N4	TN084	R2	7	191	240	49	96	17.47221632	6287.26784	0.044685193	3598.4375	2.5575	1607.96875	46.357125	535.9375
N4	TN084	R3	9.125	190	241	51	125	16.32930311	13305.83058	0.037108341	8148.4375	2.2725	3023.75	45.7925	812.5
N4	TN085	R2	8.625	196	242	46	110	12.47330882	8665.051722	0.03402095	6946.875	2.7275	2363.392857	42.62975	407.8125
N4	TN085	R3	8.5	192	246	54	120	14.28313333	7349.118445	0.035104768	5145.3125	2.457777778	1806.25	44.228375	560.9375
N4	TN086	R2	6.5	193	242	49	120	8.626308632	2334.494774	0.018568129	2706.25	2.1525	502.5	45.367125	525
N4	TN086	R3	8.25	193	241	48	119	14.43569554	7168.225066	0.031428571	4965.625	2.177142857	1560.625	44.360375	792.1875
N4	TN087	R2	9.625	193	242	49	120	14.24447634	8925.054705	0.032548628	6265.625	2.285	2039.375	47.192375	646.875
N4	TN087	R3	9.75	192	243	51	130	19.04260724	10693.61413	0.043797997	5615.625	2.3	2459.53125	46.51825	620.3125
N4	TN088	R2	8.625	197	242	45	136	18.33814761	12530.11242	0.042819575	6832.8125	2.335	2925.78125	45.8475	779.6875
N4	TN088	R3	9	197	245	48	120	.	.	.	6381.25	.	.	.	840.625
N4	TN089	R2	8.875	196	244	48	130	11.46766557	9245.805369	0.024409745	8062.5	2.128571429	1968.035714	41.537	948.4375
N4	TN089	R3	8.25	196	248	52	140	10.31572702	7868.965517	0.021368292	7628.125	2.071428571	1630	43.00471429	1009.375
N4	TN090	R2	5.5	196	245	49	137	13.65360518	7249.211001	0.043262423	5309.375	3.168571429	2296.964286	44.57585714	885.9375
N4	TN090	R3	5.375	196	246	50	134	12.51108208	7180.188199	0.030745984	5739.0625	2.4575	1764.53125	45.4825	962.5
N4	TN091	R2	8.375	191	240	49	90	12.52636593	5482.24234	0.03372724	4376.5625	2.6925	1476.09375	44.66175	485.9375
N4	TN091	R3	9.125	190	239	49	135	14.40448873	7796.429523	0.045050038	5412.5	3.1275	2438.333333	45.666625	744.6428571
N4	TN092	R2	7.857142857	192	241	49	129	6.943603353	4350.911458	0.022219531	6266.071429	3.2	1392.291667	39.83628571	732.1428571
